Zhucheng,35,59,N,119,22,E,881963.5
Hangu,39,13,N,117,46,E,270581
Xinyi,34,22,N,118,21,E,962656
Yangzhou,32,23,N,119,25,E,539715
Linhai,28,51,N,121,7,E,202348
Huangyan,28,39,N,121,15,E,174580.5
Daan,45,29,N,124,17,E,84795.5
Changling,44,16,N,123,59,E,46703.5
Tonghua,41,40,N,125,44,E,27227
Baishan,41,54,N,126,25,E,330000
Yanji,42,52,N,129,30,E,407848.5
Ergun Zuoqi,50,46,N,121,30,E,42849
Shangdu,41,32,N,113,32,E,18831
Orongen Zizhiqi,50,34,N,123,43,E,40128
Zalantun,48,0,N,122,43,E,135128
Wuchuan,41,5,N,111,26,E,23776
Hanggin Houqi,40,53,N,107,8,E,39954
Anda,46,23,N,125,19,E,181402
Qinggang,46,41,N,126,6,E,60955
Angangxi,47,9,N,123,48,E,24317
Hulan Ergi,47,12,N,123,36,E,277671.5
Qingan,46,52,N,127,30,E,53206
Baiquan,47,36,N,126,4,E,52679.5
Suileng,47,14,N,127,6,E,57456.5
Linkou,45,16,N,130,15,E,66426.5
Longxi,35,2,N,104,38,E,355037
Pingliang,35,31,N,106,40,E,157706
Anxi,40,30,N,95,47,E,17886
Minxian,34,26,N,104,1,E,67826
Jinchang,38,29,N,102,10,E,141670
Guide,36,2,N,101,25,E,7642
Qinzhou,21,57,N,108,37,E,173186
Pingxiang,22,5,N,106,45,E,31109
Yishan,24,30,N,108,40,E,47062
Beihai,21,28,N,109,6,E,567289
Hechi,23,5,N,109,36,E,3275189.5
Tongren,27,40,N,109,7,E,104441.5
Fengjie,31,3,N,109,30,E,49168
Changping,40,13,N,116,11,E,372410.5
Shaowu,27,18,N,117,30,E,56889.5
Longyan,25,10,N,117,1,E,367896
Zhangzhou,24,31,N,117,40,E,2434799.5
Putian,25,25,N,119,1,E,376558
Fuan,27,4,N,119,37,E,81761.5
Changting,25,52,N,116,18,E,87458
Nanping,26,37,N,118,10,E,192364
Ninde,26,40,N,119,31,E,189623.5
Jieshou,33,15,N,115,21,E,141993
Tongling,30,57,N,117,46,E,437710
Maanshan,31,43,N,118,28,E,1000121
Fuyang,32,54,N,115,49,E,170023
Yangjiang,21,51,N,111,58,E,751181.5
Meizhou,24,18,N,116,7,E,279571
Heyuan,23,43,N,114,40,E,269280.5
Qingyuan,23,42,N,113,1,E,706717
Zhaoqing,23,3,N,112,27,E,420984.5
Lianxian,24,46,N,112,22,E,148233
Jiangmen,22,34,N,113,4,E,532419
Maoming,21,55,N,110,52,E,1217715
Gar,32,12,N,79,58,E,5250
Turpan,42,56,N,89,9,E,178863.5
Quiemo,38,8,N,85,31,E,32494
Koktokay,47,0,N,89,27,E,60000
Hancheng,35,28,N,110,25,E,140092
Weinan,34,30,N,109,30,E,172321
Shuozhou,39,18,N,112,25,E,408068.5
Xinzhou,38,24,N,112,43,E,216805
Jincheng,35,30,N,112,49,E,520000
Jiexiu,37,2,N,111,53,E,77178
Changzhi,36,11,N,113,6,E,706000
Guangshui,31,37,N,114,0,E,145885.5
Jingmen,31,1,N,112,6,E,400000
Zicheng,30,18,N,111,30,E,198212.5
Shishou,29,42,N,112,24,E,177099
Xiaogan,30,55,N,113,54,E,160437
Puqi,29,43,N,113,52,E,169027.5
Yunxian,32,48,N,110,48,E,133558
Jinshi,29,37,N,111,51,E,178453
Chenzhou,25,48,N,113,1,E,251017.5
Zhijiang,27,26,N,109,40,E,113907
Xiangtan,27,51,N,112,54,E,2183454
Zigong,29,24,N,104,46,E,897480.5
Yaan,29,58,N,103,4,E,340000
Langzhong,31,34,N,105,57,E,60542
Rongzhag,30,57,N,101,54,E,52500
Simao,22,46,N,100,58,E,162725
Wenshan,23,22,N,104,14,E,108396
Zhanyi,25,36,N,103,48,E,652604
Huize,26,21,N,103,25,E,5170
Chengde,40,57,N,117,55,E,377629
Cangzhou,38,19,N,116,52,E,527681
Baoding,38,52,N,115,28,E,1051326
Huanghua,38,22,N,117,19,E,104243
Dingzhou,38,30,N,114,59,E,152934
Nangong,37,22,N,115,22,E,82386
Linqing,36,51,N,115,40,E,110046
Xiangtai,37,2,N,114,30,E,611739
Puyang,35,42,N,114,58,E,666322
Hebi,35,57,N,114,13,E,244662
Xuchang,34,1,N,113,49,E,449258
Zhoukou,33,37,N,114,37,E,377061
Dengzhou,32,40,N,112,4,E,59338
Tieling,42,18,N,123,49,E,336953.5
Chaoyang,41,33,N,120,25,E,440150.5
Huanren,41,15,N,125,20,E,91384
Zhuanghe,39,40,N,122,57,E,170947
Yishui,35,47,N,118,37,E,94115
Shanxian,34,47,N,116,4,E,74459
Pingyi,35,30,N,117,37,E,78254
Pingdu,36,47,N,119,56,E,91077
Laiwu,36,12,N,117,39,E,124108
Buizhou,37,22,N,118,1,E,115893
Liaocheng,36,25,N,115,58,E,226930
Rizhao,35,25,N,119,27,E,555693.5
Dezhou,37,27,N,116,18,E,379555
Linchuan,27,58,N,116,21,E,241104
Fengcheng,28,12,N,115,46,E,61469
Jian,27,7,N,114,59,E,490221
Shangrao,28,28,N,117,58,E,922421.5
Jingdezhen,29,16,N,117,10,E,383931.5
Taizhou,32,29,N,119,54,E,612356
Shuyang,34,7,N,118,46,E,1770000
Lianyungang,34,36,N,119,10,E,715600
Lishui,28,27,N,119,54,E,135861.5
Jiaojing,28,40,N,121,26,E,471152
Quzhou,28,58,N,118,52,E,226108
Fuyu,45,10,N,124,49,E,247804.5
Dunhua,43,21,N,128,13,E,170357
Nongan,44,25,N,125,10,E,141482
Taonan,45,19,N,122,46,E,114715
Liuhe,42,16,N,125,43,E,67956.5
Huinan,42,37,N,126,15,E,43261.5
Panshi,42,56,N,126,3,E,83208
Jiaohe,43,42,N,127,20,E,90420
Linjiang,41,50,N,126,56,E,76732
Wangqing,43,19,N,129,44,E,79825
Helong,42,32,N,129,0,E,83032.5
Shulan,44,24,N,126,56,E,78092
Jiutai,44,8,N,125,50,E,190257
Alxa Zuoqi,38,50,N,105,40,E,56387
Linxi,43,31,N,118,1,E,679
Kailu,43,35,N,121,11,E,2809
Bairin Zuoqi,43,59,N,119,11,E,48540
Yitulihe,50,39,N,121,30,E,19645
Yakeshi,49,16,N,120,43,E,107047
Bugt,48,47,N,121,56,E,17457
Wuyuan,41,5,N,108,16,E,30057
Bayan Obo,41,46,N,109,58,E,27476
Fengzhen,40,27,N,113,8,E,85809
Suihua,46,37,N,126,58,E,250903
Shuangyashan,46,40,N,131,21,E,500000
Shangzhi,45,13,N,127,58,E,89699.5
Fujin,47,16,N,132,1,E,80092.5
Yian,47,52,N,125,17,E,39924
Tailai,46,23,N,123,24,E,71307.5
Longjiang,47,20,N,123,10,E,87115
Gannan,47,55,N,123,30,E,46854.5
Hailun,47,27,N,126,55,E,104848.5
Mishan,45,33,N,131,52,E,80459
Tieli,46,57,N,128,3,E,109228.5
Shuangcheng,45,21,N,126,16,E,118525
Zhaodong,46,4,N,125,58,E,167193
Lanxi,46,15,N,126,16,E,67011
Keshan,48,1,N,125,51,E,72403
Nancha,47,8,N,129,17,E,104570.5
Xinqing,48,14,N,129,30,E,42617.5
Hulin,45,46,N,132,59,E,42559
Boli,45,45,N,130,34,E,83317
Ningan,44,19,N,129,27,E,54636
Jyekundo,33,0,N,96,43,E,16500
Liuzhou,24,16,N,109,15,E,1436030.5
Xingyi,25,5,N,104,53,E,539536
Anshun,26,15,N,105,55,E,600468
Zunyi,27,42,N,106,55,E,657646
Wanzhou,30,49,N,108,24,E,1680000
Huaibei,33,57,N,116,45,E,908019.5
Wuhu,31,21,N,118,22,E,658762
Luan,31,45,N,116,28,E,1408227.5
Bengbu,32,56,N,117,19,E,735324
Anqing,30,29,N,117,3,E,469579
Foshan,23,1,N,113,7,E,785174
Nagchu,31,28,N,92,3,E,2250
Nyingchi,29,31,N,94,25,E,55
Chamdo,31,10,N,97,13,E,93140
Korla,41,43,N,86,9,E,192919
Kuqa,41,43,N,82,56,E,89802
Tacheng,46,45,N,82,57,E,49796
Shihezi,44,17,N,86,1,E,572977
Karamay,45,35,N,84,51,E,108769
Aksu,41,9,N,80,15,E,309704.5
Sanya,18,15,N,109,30,E,253721
Haikou,20,3,N,110,19,E,1606808.5
Hanzhong,33,7,N,107,1,E,145986
Baoji,34,22,N,107,8,E,800000
Tongchuan,35,4,N,109,1,E,252930.5
Linfen,36,4,N,111,31,E,533283
Yuci,37,40,N,112,43,E,537964.5
Datong,40,4,N,113,17,E,1462839
Jianmen,30,39,N,113,9,E,937875
Yichang,30,41,N,111,16,E,675862.5
Xiantao,30,22,N,113,26,E,897703
Macheng,31,10,N,115,1,E,126366
Huangshi,30,13,N,115,5,E,688090
Zhuzhou,27,49,N,113,9,E,894679
Yongzhou,26,13,N,111,37,E,700180.5
Yiyang,28,36,N,112,19,E,777304
Changde,29,1,N,111,40,E,993390
Shaoyang,26,59,N,111,12,E,45617
Leshan,29,34,N,103,44,E,655738.5
Panzhihua,26,32,N,101,43,E,446298
Fulin,29,21,N,102,43,E,1049
Guangyuan,32,25,N,105,52,E,325400
Luzhou,28,52,N,105,22,E,1537000
Yibin,28,46,N,104,34,E,572055.5
Zhaotang,27,19,N,103,43,E,459200
Lijiang,26,48,N,100,15,E,18445
Yuxi,24,22,N,102,34,E,250077
Dali,25,42,N,100,10,E,145362.5
Qinhuangdao,39,55,N,119,37,E,881359
Langfang,39,31,N,116,40,E,694465.5
Zhangjiakou,40,49,N,114,55,E,802820.5
Tangshan,39,37,N,118,11,E,1737974.5
Anyang,36,4,N,114,21,E,834064.5
Jiaozuo,35,15,N,113,13,E,687270
Kaifeng,34,51,N,114,21,E,872000
Shangqiu,34,27,N,115,39,E,967109
Pingdingshan,33,43,N,113,17,E,849000
Xinyang,32,7,N,114,4,E,1411944
Xinxiang,35,19,N,113,52,E,823300.5
Luoyang,34,40,N,112,28,E,1552790.5
Liaoyang,41,16,N,123,10,E,740945
Dandong,40,8,N,124,23,E,750986.5
Yingkow,40,40,N,122,16,E,693079.5
Jinzhou,41,7,N,121,6,E,780134.5
Fuxin,42,0,N,121,39,E,729525
Benxi,41,19,N,123,45,E,923933
Fushun,41,51,N,123,52,E,1435323
Jining,35,24,N,116,33,E,818163.5
Weifang,36,43,N,119,6,E,973866
Taian,36,11,N,117,7,E,1629000
Heze,35,13,N,115,27,E,796301
Laiyang,36,58,N,120,42,E,209797
Xinyu,27,48,N,114,55,E,505240
Ganzhou,25,55,N,114,57,E,1216134.5
Jiujiang,29,43,N,115,58,E,545616
Changzhou,31,46,N,119,58,E,1138009
Zhenjiang,32,13,N,119,25,E,743276
Nantong,32,1,N,120,49,E,806625.5
Jiaxing,30,46,N,120,44,E,727050.5
Huzhou,30,52,N,120,5,E,694660
Shaoxing,30,0,N,120,34,E,599141.5
Jinhua,29,7,N,119,38,E,617529
Liaoyuan,42,53,N,125,7,E,485898.5
Tumen,42,58,N,129,49,E,89220
Siping,43,10,N,124,19,E,528811
Baicheng,45,37,N,122,49,E,351915.5
Wuhai,39,39,N,106,48,E,218427
Erenhot,43,39,N,111,57,E,19357
Jining,41,1,N,113,4,E,270236.5
Arxan,47,10,N,119,57,E,32023
Manzhouli,49,35,N,117,25,E,74214
Xilinhot,43,56,N,116,2,E,116156.5
Heihe,50,15,N,127,26,E,54923
Qitaihe,45,47,N,130,51,E,397825
Yichun,47,41,N,128,53,E,443111.5
Hegang,47,24,N,130,22,E,657833.5
Nenjiang,49,10,N,125,13,E,79685
Nehe,48,29,N,124,52,E,74937.5
Mudangiang,44,34,N,129,35,E,954957.5
Xuanzhou,30,57,N,118,45,E,866000
Zhuhai,22,16,N,113,34,E,1023000
Xianyang,34,20,N,108,42,E,1126000
Xiangfan,32,1,N,112,7,E,765978
Suining,30,31,N,105,31,E,1425000
Lingyuan,41,14,N,119,24,E,806000
Weihai,37,29,N,122,5,E,356425
Yichun,27,49,N,114,24,E,982000
Yancheng,33,23,N,120,7,E,839000
Fuyang,30,3,N,119,57,E,771000
Xiamen,24,26,N,118,4,E,1548668.5
Nanchong,30,46,N,106,7,E,2174000
Neijiang,29,34,N,105,3,E,1006427
Nanyang,33,0,N,112,31,E,1097766
Jinxi,40,45,N,120,49,E,1369623.5
Yantai,37,31,N,121,24,E,1417666
Zaozhuang,34,52,N,117,34,E,1164332.5
Suzhou,31,18,N,120,37,E,1496545.5
Xuzhou,34,16,N,117,10,E,1645096.5
Wuxi,31,34,N,120,17,E,1428823.5
Jilin,43,50,N,126,33,E,2138988.5
Zhangye,38,55,N,100,27,E,163478
Wuwei,37,55,N,102,38,E,493092
Dunhuang,40,8,N,94,39,E,139225
Tianshui,34,36,N,105,55,E,649883.5
Dulan,36,9,N,98,15,E,50
Golmud,36,24,N,94,53,E,107092
Yulin,22,37,N,110,9,E,637742.5
Bose,23,53,N,106,36,E,132942.5
Wuzhou,23,28,N,111,19,E,354080.5
Lupanshui,26,35,N,104,49,E,886256
Quanzhou,24,54,N,118,34,E,823571.5
Hefei,31,51,N,117,16,E,1711952
Suzhou,33,38,N,116,58,E,1964000
Zhanjiang,21,11,N,110,22,E,1113895
Shaoguan,24,47,N,113,34,E,674507.5
Xigaze,29,15,N,88,53,E,59314.5
Shache,38,25,N,77,15,E,282391.5
Yining,43,54,N,81,21,E,403489
Altay,47,51,N,88,6,E,140670.5
Shizuishan,39,13,N,106,46,E,109824
Yulin,38,16,N,109,43,E,123415
Ankang,32,40,N,109,1,E,1025000
Houma,35,37,N,111,12,E,102400
Yueyang,29,22,N,113,6,E,826000
Hengyang,26,52,N,112,35,E,887801
Mianyang,31,28,N,104,46,E,830068
Xichang,27,52,N,102,17,E,253390
Baoshan,25,7,N,99,9,E,925000
Gejiu,23,22,N,103,9,E,142620
Shijianzhuang,38,3,N,114,28,E,2204737
Handan,36,34,N,114,28,E,1494659
Anshan,41,6,N,122,56,E,1419137.5
Dalian,38,55,N,121,37,E,2601153.5
Qingdao,36,5,N,120,19,E,2254122.5
Linyi,35,4,N,118,19,E,1176334.5
Huaiyin,33,34,N,119,1,E,909615
Wenzhou,28,1,N,120,39,E,1607836
Ningbo,29,52,N,121,33,E,1321433.5
Tongliao,43,37,N,122,16,E,572555
Hohhot,40,49,N,111,39,E,1250238.5
Chifeng,42,16,N,118,56,E,811827
Ulanhot,46,4,N,122,4,E,203870
Hailar,49,11,N,119,42,E,221118.5
Jiamusi,46,49,N,130,21,E,784774.5
Beian,48,14,N,126,28,E,154936
Daqing,46,34,N,125,0,E,948244
Jixi,45,17,N,130,58,E,684379.5
Jiayuguan,39,49,N,98,17,E,135337.5
Xining,36,37,N,101,46,E,907765.5
Guilin,25,16,N,110,16,E,818176
Huainan,32,37,N,116,58,E,1239327.5
Shantou,23,22,N,116,40,E,1467486.5
Lhasa,29,38,N,91,6,E,169160
Hami,42,49,N,93,30,E,218960
Hotan,37,5,N,79,55,E,187865
Kashgar,39,28,N,75,58,E,472069.5
Yinchuan,38,28,N,106,16,E,657614
Pingxiang,27,37,N,113,51,E,666561.5
Qiqihar,47,20,N,123,59,E,1261682
Shenzhen,22,33,N,114,7,E,4291796
Zibo,36,47,N,118,2,E,1865385
Lanzhou,36,3,N,103,47,E,2282609
Nanning,22,49,N,108,19,E,1485394
Guiyang,26,34,N,106,43,E,2416816.5
Chongqing,29,33,N,106,35,E,5214014
Fuzhou,26,4,N,119,18,E,1892860
Guangzhou,23,8,N,113,19,E,5990912.5
Dongguan,23,2,N,113,44,E,4528000
Xian,34,16,N,108,53,E,3617406
Taiyuan,37,52,N,112,32,E,2817737.5
Wuhan,30,34,N,114,16,E,5713603
Changsha,28,11,N,112,58,E,2338969
Kunming,25,4,N,102,40,E,1977337
Zhengzhou,34,45,N,113,39,E,2325062.5
Shenyeng,41,48,N,123,26,E,4149596
Jinan,36,40,N,116,59,E,2433633
Tianjin,39,7,N,117,12,E,5473103.5
Nanchang,28,40,N,115,52,E,2110675.5
Nanjing,32,3,N,118,46,E,3383005
Hangzhou,30,14,N,120,10,E,2442564.5
Changchun,43,51,N,125,20,E,2860210.5
Baotou,40,39,N,109,49,E,1229664.5
Harbin,45,44,N,126,38,E,3425441.5
Urumqi,43,48,N,87,34,E,1829612.5
Chengdu,30,40,N,104,4,E,4036718.5
Beijing,39,55,N,116,23,E,9293300.5
Shanghai,31,12,N,121,26,E,14797756
Yopal,5,20,N,72,24,W,61029
San Andres,12,33,N,81,41,W,58257
Sonson,5,42,N,75,18,W,18024.5
Sogamoso,5,43,N,72,56,W,120071.5
Barrancabermeja,7,5,N,73,50,W,177802
Girardot,4,18,N,74,48,W,121830.5
Campoalegre,2,41,N,75,19,W,17058.5
Tuquerres,1,5,N,77,37,W,27081.5
Mocoa,1,8,N,76,37,W,22035
Cartago,4,44,N,75,54,W,123170
Soledad,10,55,N,74,46,W,520704
Sabanalarga,10,38,N,74,55,W,65781
Arjona,10,15,N,75,20,W,47225
Magangue,9,13,N,74,44,W,94912
Valledupar,10,28,N,73,15,W,297627.5
San Jose del Guaviare,2,34,N,72,38,W,21675
Puerto Lopez,4,5,N,72,57,W,12163.5
Yarumal,7,1,N,75,35,W,35315
Puerto Berrio,6,28,N,74,25,W,33194
Turbo,8,6,N,76,44,W,42257.5
Tunja,5,33,N,73,22,W,139445.5
Chiquinquira,5,37,N,73,49,W,49634.5
Duitama,5,49,N,73,1,W,96598
Ayapel,8,19,N,75,9,W,23120.5
Lorica,9,14,N,75,48,W,46688
Socorro,6,27,N,73,16,W,21323.5
Riohacha,11,32,N,72,54,W,112808.5
Armenia,4,32,N,75,40,W,314797.5
Pereira,4,48,N,75,40,W,504434
Honda,5,11,N,74,44,W,31813.5
San Vicente del Caguan,2,4,N,74,38,W,1250
Florencia,1,36,N,75,37,W,87599
Guapi,2,33,N,77,51,W,13853
Neiva,2,55,N,75,19,W,318566
Garzon,2,12,N,75,38,W,43027
Ipiales,0,49,N,77,38,W,93673.5
Buenaventura,3,52,N,77,3,W,246596
Tulua,4,5,N,76,12,W,164281.5
El Carmen de Bolivar,9,43,N,75,7,W,54468.5
Jurado,7,7,N,77,45,W,2351
Nuqui,5,41,N,77,16,W,1487
Quibdo,5,41,N,76,39,W,83942
El Banco,9,0,N,73,58,W,39628.5
Cienaga,11,0,N,74,15,W,109741
Sincelejo,9,17,N,75,22,W,239787.5
Tolu,9,32,N,75,34,W,19719.5
Arauca,7,5,N,70,45,W,46530.5
Tame,6,27,N,71,44,W,25030
Pamplona,7,23,N,72,39,W,52917
Ocana,8,14,N,73,21,W,83401.5
Orocue,4,47,N,71,20,W,2126.5
Obando,3,51,N,67,54,W,8181.5
San Martin,3,41,N,73,41,W,12304
Puerto Carreno,6,11,N,67,29,W,8038.5
Bello,6,19,N,75,34,W,456304.5
Monteria,8,45,N,75,53,W,273809
Bucaramanga,7,7,N,73,7,W,790410
Ibague,4,26,N,75,13,W,415156
Popayan,2,25,N,76,36,W,258750
Santa Marta,11,14,N,74,12,W,417211
Cucuta,7,55,N,72,31,W,721772
Villavicencio,4,9,N,73,38,W,348240
Tumaco,1,48,N,78,48,W,86713
Manizales,5,3,N,75,31,W,366831
Pasto,1,12,N,77,16,W,371138.5
Barranquilla,10,57,N,74,47,W,1521245.5
Cartagena,10,23,N,75,30,W,887000
Mitu,1,11,N,70,10,W,5917
Leticia,4,13,S,69,56,W,46012.5
Medellin,6,16,N,75,34,W,2648489.5
Cali,3,23,N,76,29,W,2216418
Bogota,4,35,N,74,5,W,7052830.5
Moroni,11,42,S,43,14,E,85785
Madingou,4,9,S,13,33,E,22760
Kinkala,4,21,S,14,45,E,13882
Ewo,0,52,S,14,49,E,7786.5
Impfondo,1,38,N,18,2,E,20859
Sembe,1,38,N,14,34,E,6396
Moloundou,2,2,N,15,13,E,12244
Owando,0,28,S,15,55,E,29011
Makoua,0,0,S,15,38,E,10335
Sibiti,3,41,S,13,21,E,20950
Mossendjo,2,56,S,12,43,E,24583.5
Loubomo,4,10,S,12,40,E,97929.5
Gamboma,1,52,S,15,51,E,20877
Djambala,2,32,S,14,44,E,9650.5
Ouesso,1,36,N,16,3,E,26117.5
Kayes,4,10,S,13,16,E,60629
Pointe-Noire,4,46,S,11,52,E,602440.5
Brazzaville,4,15,S,15,17,E,1259445
Buluko,0,45,S,28,31,E,1192
Zongo,4,19,N,18,36,E,17667
Libenge,3,39,N,18,37,E,17402
Bongandanga,1,30,N,21,3,E,2896
Ikela,1,10,S,23,15,E,291
Binga,2,23,N,20,25,E,64639
Basankusu,1,14,N,19,48,E,52216
Boende,0,13,S,20,51,E,24679.5
Gbadolite,4,17,N,21,1,E,35197
Businga,3,20,N,20,52,E,31583
Bosobolo,4,11,N,19,52,E,8968.5
Yangambi,0,46,N,24,25,E,18035.5
Aketi,2,44,N,23,46,E,46881
Mongbwalu,1,57,N,30,1,E,2819
Bafwasende,1,5,N,27,15,E,149
Bunia,1,33,N,30,14,E,61537
Wamba,2,8,N,27,59,E,82122
Basoko,1,14,N,23,35,E,22953
Kenge,4,49,S,16,53,E,241
Bolobo,2,9,S,16,14,E,22605.5
Kahemba,7,16,S,19,0,E,45644.5
Bulungu,4,32,S,18,35,E,42310.5
Lusanga,5,34,S,16,30,E,177
Mangai,4,2,S,19,31,E,19946
Kasongo-Lunda,6,28,S,16,49,E,18748
Mushie,3,1,S,16,55,E,24013.5
Dibaya,6,30,S,22,52,E,603
Mweka,4,50,S,21,34,E,45222
Luebo,5,20,S,21,24,E,17682.5
Demba,5,30,S,22,15,E,17008.5
Ilebo,4,19,S,20,36,E,71125.5
Moanda,5,55,S,12,21,E,153915
Kimpese,5,32,S,14,25,E,10578
Kasangulu,4,34,S,15,10,E,22645
Mbanza-Ngungu,5,14,S,14,51,E,141950.5
Tshela,4,58,S,12,55,E,19896
Mwenga,3,2,S,28,25,E,2216
Kampene,3,35,S,26,40,E,19719.5
Kalima,2,30,S,26,25,E,194
Lubutu,0,43,S,26,34,E,1313
Kabinda,6,7,S,24,28,E,37366
Lubao,5,23,S,25,44,E,26142.5
Lusambo,4,58,S,23,25,E,26803
Gandajika,6,44,S,23,57,E,105769.5
Lodja,3,29,S,23,25,E,68244
Dilolo,10,41,S,22,19,E,7854
Nyunzu,5,56,S,28,1,E,15397
Kasaji,10,21,S,23,26,E,11969
Luanza,8,41,S,28,41,E,861
Moba,7,3,S,29,43,E,10006
Bukama,9,12,S,25,50,E,20900.5
Kaniama,7,34,S,24,10,E,32946.5
Kipushi,11,45,S,27,15,E,87839.5
Kambove,10,52,S,26,36,E,18934.5
Kongolo,5,22,S,26,58,E,68572.5
Kabalo,6,2,S,26,54,E,21851
Beni,0,29,N,29,27,E,211275.5
Lisala,2,8,N,21,30,E,64270
Gemena,3,15,N,19,46,E,157847.5
Buta,2,49,N,24,44,E,44195
Watsa,3,2,N,29,31,E,17721.5
Isiro,2,45,N,27,37,E,142136
Bondo,3,48,N,23,40,E,20688.5
Inongo,1,56,S,18,16,E,30181
Tshikapa,6,24,S,20,46,E,201256.5
Boma,5,49,S,13,2,E,178638
Bukavu,2,30,S,28,50,E,331084
Uvira,3,22,S,29,8,E,164353
Kindu,2,57,S,25,54,E,199306
Mwene-Ditu,7,0,S,23,26,E,153328.5
Likasi,10,58,S,26,46,E,428411
Manono,7,18,S,27,26,E,46111
Kamina,8,43,S,25,0,E,101180
Mbandaka,0,2,N,18,15,E,229590.5
Kisangani,0,31,N,25,13,E,558814
Bandundu,3,18,S,17,22,E,107997.5
Kananga,5,53,S,22,24,E,614273
Kasongo,4,27,S,26,39,E,59059
Mbuji-Mayi,6,9,S,23,35,E,1084880.5
Kalemie,5,55,S,29,12,E,176615.5
Butembo,0,7,N,29,16,E,220512
Goma,1,40,S,29,13,E,144124
Bumba,2,11,N,22,27,E,128029.5
Kikwit,5,1,S,18,51,E,465973
Matadi,5,48,S,13,27,E,212985.5
Kolwezi,10,43,S,25,28,E,418000
Lubumbashi,11,40,S,27,28,E,1114317
Kinshasa,4,19,S,15,18,E,6704351.5
Rarotonga,21,15,S,159,45,W,2525
Heredia,9,59,N,84,7,W,21947
Cartago,9,52,N,83,55,W,111770
Golfito,8,39,N,83,8,W,6777
Alajuela,10,1,N,84,13,W,217618.5
Canas,10,25,N,85,6,W,15365
Sixaola,9,31,N,82,37,W,1150
Puntarenas,9,58,N,84,50,W,46376
Ciudad Cortes,8,57,N,83,31,W,3515.5
Quesada,10,19,N,84,26,W,29208
Liberia,10,38,N,85,25,W,41538
La Cruz,11,4,N,85,37,W,4297.5
Puerto Limon,10,0,N,83,2,W,74041
San Jose,9,56,N,84,5,W,642862
Sibenik,43,43,N,15,54,E,37112
Karlovac,45,29,N,15,32,E,51593
Rijeka,45,19,N,14,27,E,156082
Slavonski Brod,45,9,N,18,0,E,79230
Dubrovnik,42,39,N,18,5,E,32711
Split,43,31,N,16,28,E,195527.5
Zadar,44,7,N,15,15,E,59201.5
Pula,44,52,N,13,50,E,60338.5
Osijek,45,33,N,18,40,E,91608.5
Zagreb,45,48,N,15,59,E,710746
Ciego de Avila,21,50,N,78,45,W,122343.5
Palma Soriano,20,13,N,75,59,W,85110
San Antonio de los Banos,22,53,N,82,29,W,37676
Guines,22,50,N,82,1,W,57445
Caibarien,22,30,N,79,28,W,25431
Placetas,22,18,N,79,39,W,34973
Cienfuegos,22,8,N,80,26,W,146549.5
Nueva Gerona,21,53,N,82,47,W,22915
Sancti Spiritus,21,55,N,79,26,W,101710.5
Moron,22,6,N,78,37,W,57551.5
Nuevitas,21,32,N,77,15,W,46796
Manzanillo,20,20,N,77,6,W,107433
Bayamo,20,22,N,76,38,W,177623
Banes,20,57,N,75,43,W,47745.5
Las Tunas,20,57,N,76,57,W,179898
Artemisa,22,48,N,82,45,W,46024.5
Matanzas,23,2,N,81,34,W,135303
Colon,22,43,N,80,54,W,40677
Sagua la Grande,22,48,N,80,4,W,40752.5
Pinar del Rio,22,25,N,83,41,W,173304
Camaguey,21,22,N,77,55,W,321583.5
Guantanamo,20,8,N,75,12,W,245069.5
Holguin,20,53,N,76,15,W,309639.5
Santa Clara,22,24,N,79,57,W,234900
Santiago de Cuba,20,1,N,75,49,W,500964
Havana,23,7,N,82,21,W,2082458.5
Willemstad,12,12,N,69,1,W,146813
Larnaka,34,55,N,33,38,E,48947
Paphos,34,45,N,32,25,E,35961
Lemosos,34,40,N,33,1,E,149486
Nicosia,35,10,N,33,21,E,212376
Usti Nad Labem,50,39,N,14,4,E,94105
Hradec Kralove,50,12,N,15,48,E,95195
Ceske Budejovice,48,58,N,14,27,E,97452
Liberec,50,47,N,15,4,E,99972.5
Olomouc,49,37,N,17,14,E,97829
Pizen,49,44,N,13,21,E,161043
Jihlava,49,24,N,15,34,E,52010.5
Zlin,49,13,N,17,39,E,101893.5
Brno,49,12,N,16,36,E,378918
Pardubice,50,2,N,15,45,E,97902.5
Ostrava,49,49,N,18,14,E,396025.5
Prague,50,5,N,14,27,E,582043.5
Vejle,55,42,N,9,32,E,51177
Hillerod,55,55,N,12,19,E,28313
Soro,55,25,N,11,34,E,7167
Viborg,56,26,N,9,23,E,32944
Roskilde,55,38,N,12,5,E,42284.5
Svendborg,55,4,N,10,36,E,28366.5
Odense,55,24,N,10,23,E,152076.5
Esbjerg,55,28,N,8,27,E,68076
Frederikshavn,57,26,N,10,31,E,22385
Aalborg,57,2,N,9,54,E,111917.5
Århus,56,9,N,10,12,E,232325.5
København,55,40,N,12,33,E,1085000
Dikhil,11,6,N,42,22,E,12043
Tadjoura,11,46,N,42,54,E,22193
Ali Sabih,11,9,N,42,42,E,32165.5
Obock,11,58,N,43,17,E,13142
Djibouti,11,35,N,43,8,E,763506.5
Roseau,15,18,N,61,23,W,19953.5
Sabaneta,19,30,N,71,20,W,16380
Mao,19,33,N,71,4,W,48297
Cotui,19,3,N,70,9,W,41641
